1.180000000000000000e+03,2.219000000000000000e+05
2.570000000000000000e+03,5.380000000000000000e+05
7.700000000000000000e+02,1.800000000000000000e+05
1.960000000000000000e+03,6.040000000000000000e+05
1.680000000000000000e+03,5.100000000000000000e+05
5.420000000000000000e+03,1.225000000000000000e+06
1.715000000000000000e+03,2.575000000000000000e+05
1.060000000000000000e+03,2.918500000000000000e+05
1.780000000000000000e+03,2.295000000000000000e+05
1.890000000000000000e+03,3.230000000000000000e+05
3.560000000000000000e+03,6.625000000000000000e+05
1.160000000000000000e+03,4.680000000000000000e+05
1.430000000000000000e+03,3.100000000000000000e+05
1.370000000000000000e+03,4.000000000000000000e+05
1.810000000000000000e+03,5.300000000000000000e+05
2.950000000000000000e+03,6.500000000000000000e+05
1.890000000000000000e+03,3.950000000000000000e+05
1.600000000000000000e+03,4.850000000000000000e+05
1.200000000000000000e+03,1.890000000000000000e+05
1.250000000000000000e+03,2.300000000000000000e+05
1.620000000000000000e+03,3.850000000000000000e+05
3.050000000000000000e+03,2.000000000000000000e+06
2.270000000000000000e+03,2.850000000000000000e+05
1.070000000000000000e+03,2.527000000000000000e+05
2.450000000000000000e+03,3.290000000000000000e+05
1.710000000000000000e+03,2.330000000000000000e+05
2.450000000000000000e+03,9.370000000000000000e+05
1.400000000000000000e+03,6.670000000000000000e+05
1.520000000000000000e+03,4.380000000000000000e+05
2.570000000000000000e+03,7.190000000000000000e+05
2.320000000000000000e+03,5.805000000000000000e+05
1.190000000000000000e+03,2.800000000000000000e+05
2.330000000000000000e+03,6.875000000000000000e+05
1.090000000000000000e+03,5.350000000000000000e+05
2.060000000000000000e+03,3.225000000000000000e+05
2.300000000000000000e+03,6.960000000000000000e+05
1.660000000000000000e+03,5.500000000000000000e+05
2.360000000000000000e+03,6.400000000000000000e+05
1.220000000000000000e+03,2.400000000000000000e+05
2.620000000000000000e+03,6.050000000000000000e+05
2.570000000000000000e+03,6.250000000000000000e+05
4.220000000000000000e+03,7.750000000000000000e+05
3.595000000000000000e+03,8.619900000000000000e+05
1.570000000000000000e+03,6.850000000000000000e+05
1.280000000000000000e+03,3.090000000000000000e+05
3.160000000000000000e+03,4.880000000000000000e+05
9.900000000000000000e+02,2.104900000000000000e+05
2.290000000000000000e+03,7.850000000000000000e+05
1.250000000000000000e+03,4.500000000000000000e+05
2.753000000000000000e+03,1.350000000000000000e+06
1.190000000000000000e+03,2.280000000000000000e+05
3.150000000000000000e+03,3.450000000000000000e+05
1.410000000000000000e+03,6.000000000000000000e+05
1.980000000000000000e+03,5.850000000000000000e+05
2.730000000000000000e+03,9.200000000000000000e+05
2.830000000000000000e+03,8.850000000000000000e+05
2.250000000000000000e+03,2.925000000000000000e+05
2.420000000000000000e+03,3.010000000000000000e+05
3.250000000000000000e+03,9.510000000000000000e+05
1.850000000000000000e+03,4.300000000000000000e+05
2.150000000000000000e+03,6.500000000000000000e+05
1.260000000000000000e+03,2.890000000000000000e+05
2.519000000000000000e+03,5.050000000000000000e+05
1.540000000000000000e+03,5.490000000000000000e+05
1.660000000000000000e+03,4.250000000000000000e+05
2.770000000000000000e+03,3.176250000000000000e+05
2.720000000000000000e+03,9.750000000000000000e+05
2.240000000000000000e+03,2.870000000000000000e+05
1.000000000000000000e+03,2.040000000000000000e+05
3.200000000000000000e+03,1.325000000000000000e+06
4.770000000000000000e+03,1.040000000000000000e+06
1.260000000000000000e+03,3.250000000000000000e+05
2.750000000000000000e+03,5.710000000000000000e+05
2.380000000000000000e+03,3.600000000000000000e+05
1.790000000000000000e+03,3.490000000000000000e+05
3.430000000000000000e+03,8.325000000000000000e+05
1.760000000000000000e+03,3.800000000000000000e+05
1.040000000000000000e+03,4.800000000000000000e+05
1.410000000000000000e+03,4.100000000000000000e+05
3.450000000000000000e+03,7.200000000000000000e+05
2.350000000000000000e+03,3.900000000000000000e+05
1.900000000000000000e+03,3.600000000000000000e+05
2.020000000000000000e+03,3.550000000000000000e+05
1.680000000000000000e+03,3.560000000000000000e+05
9.600000000000000000e+02,3.150000000000000000e+05
2.140000000000000000e+03,9.400000000000000000e+05
2.660000000000000000e+03,3.050000000000000000e+05
2.770000000000000000e+03,4.610000000000000000e+05
1.610000000000000000e+03,2.150000000000000000e+05
1.030000000000000000e+03,3.350000000000000000e+05
1.980000000000000000e+03,2.435000000000000000e+05
3.520000000000000000e+03,1.099880000000000000e+06
1.200000000000000000e+03,1.530000000000000000e+05
1.580000000000000000e+03,4.300000000000000000e+05
1.580000000000000000e+03,7.000000000000000000e+05
3.300000000000000000e+03,9.050000000000000000e+05
1.960000000000000000e+03,2.475000000000000000e+05
1.160000000000000000e+03,1.990000000000000000e+05
1.810000000000000000e+03,3.140000000000000000e+05
2.320000000000000000e+03,4.375000000000000000e+05
2.070000000000000000e+03,8.508300000000000000e+05
1.980000000000000000e+03,5.550000000000000000e+05
2.190000000000000000e+03,6.999500000000000000e+05
2.920000000000000000e+03,1.088000000000000000e+06
1.210000000000000000e+03,2.900000000000000000e+05
2.340000000000000000e+03,3.750000000000000000e+05
1.670000000000000000e+03,4.600000000000000000e+05
1.240000000000000000e+03,1.885000000000000000e+05
3.140000000000000000e+03,6.800000000000000000e+05
2.030000000000000000e+03,4.700000000000000000e+05
2.310000000000000000e+03,5.977500000000000000e+05
1.260000000000000000e+03,5.700000000000000000e+05
1.540000000000000000e+03,2.725000000000000000e+05
2.080000000000000000e+03,3.299500000000000000e+05
3.230000000000000000e+03,4.800000000000000000e+05
4.380000000000000000e+03,7.405000000000000000e+05
1.590000000000000000e+03,5.185000000000000000e+05
8.800000000000000000e+02,2.054250000000000000e+05
1.570000000000000000e+03,1.718000000000000000e+05
1.610000000000000000e+03,5.350000000000000000e+05
2.400000000000000000e+03,6.600000000000000000e+05
1.450000000000000000e+03,3.915000000000000000e+05
7.700000000000000000e+02,3.950000000000000000e+05
2.100000000000000000e+03,4.450000000000000000e+05
2.910000000000000000e+03,7.700000000000000000e+05
2.750000000000000000e+03,1.450000000000000000e+06
2.100000000000000000e+03,4.450000000000000000e+05
2.160000000000000000e+03,2.600000000000000000e+05
2.320000000000000000e+03,8.225000000000000000e+05
2.070000000000000000e+03,4.300000000000000000e+05
1.060000000000000000e+03,2.120000000000000000e+05
2.010000000000000000e+03,6.605000000000000000e+05
3.950000000000000000e+03,7.840000000000000000e+05
2.010000000000000000e+03,4.532460000000000000e+05
2.140000000000000000e+03,6.750000000000000000e+05
1.320000000000000000e+03,1.990000000000000000e+05
2.020000000000000000e+03,2.200000000000000000e+05
2.590000000000000000e+03,4.520000000000000000e+05
1.190000000000000000e+03,3.825000000000000000e+05
1.170000000000000000e+03,5.199500000000000000e+05
1.110000000000000000e+03,6.650000000000000000e+05
2.820000000000000000e+03,5.277000000000000000e+05
1.610000000000000000e+03,2.050000000000000000e+05
1.060000000000000000e+03,4.200000000000000000e+05
2.030000000000000000e+03,5.000000000000000000e+05
3.670000000000000000e+03,9.215000000000000000e+05
2.550000000000000000e+03,8.900000000000000000e+05
2.420000000000000000e+03,4.300000000000000000e+05
2.260000000000000000e+03,2.580000000000000000e+05
1.430000000000000000e+03,5.110000000000000000e+05
1.360000000000000000e+03,5.321700000000000000e+05
1.110000000000000000e+03,5.600000000000000000e+05
1.250000000000000000e+03,2.829500000000000000e+05
5.180000000000000000e+03,2.250000000000000000e+06
7.000000000000000000e+02,3.500000000000000000e+05
1.180000000000000000e+03,2.150000000000000000e+05
3.960000000000000000e+03,6.500000000000000000e+05
2.640000000000000000e+03,3.200000000000000000e+05
1.270000000000000000e+03,2.470000000000000000e+05
1.760000000000000000e+03,3.200000000000000000e+05
2.060000000000000000e+03,2.550000000000000000e+05
1.780000000000000000e+03,4.380000000000000000e+05
3.400000000000000000e+03,9.000000000000000000e+05
1.910000000000000000e+03,4.410000000000000000e+05
2.020000000000000000e+03,4.200000000000000000e+05
1.580000000000000000e+03,3.700000000000000000e+05
1.340000000000000000e+03,2.699500000000000000e+05
2.680000000000000000e+03,8.071000000000000000e+05
2.680000000000000000e+03,6.530000000000000000e+05
1.370000000000000000e+03,3.715000000000000000e+05
1.560000000000000000e+03,2.840000000000000000e+05
2.160000000000000000e+03,2.720000000000000000e+05
1.340000000000000000e+03,3.130000000000000000e+05
3.880000000000000000e+03,9.175000000000000000e+05
2.590000000000000000e+03,6.730000000000000000e+05
1.120000000000000000e+03,4.250000000000000000e+05
1.970000000000000000e+03,3.999500000000000000e+05
1.220000000000000000e+03,3.850000000000000000e+05
1.950000000000000000e+03,2.699500000000000000e+05
1.350000000000000000e+03,3.300000000000000000e+05
1.670000000000000000e+03,2.600000000000000000e+05
2.380000000000000000e+03,4.700000000000000000e+05
2.440000000000000000e+03,5.890000000000000000e+05
